,image,locus,locus_subtype,feature_type_name,feature_subtype_name,notes
906,image: locus_29715.tif,locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: Visible structures suggest a complex with adjoining or enclosed circular and rectangular corrals. The terrain appears to show evidence of grazing areas, with minimal construction apart from the corrals, indicating use for livestock management."
907,image: locus_5953.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,notes: The image shows a series of contour lines that suggest an agricultural landscape with terracing features. These terraces appear unfaced and composed of earthen materials. The central area lacks distinct structural formations but could indicate a communal or agricultural plaza.
908,image: locus_21136.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Segmented terracing(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The terrain appears to have sloping characteristics, with potential terracing that might be less defined. Some structures are visible, but their purpose is not entirely clear, potentially indicating domestic architecture set within an agricultural layout. The overall layout suggests a blend of natural formations with human-made features."
909,image: locus_25177.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows a complex terrain structure with several enclosed areas suggestive of corrals. There might be domestic architectural features present, but they are not clearly defined. The visibility of wall lines implies the presence of enclosures likely used for animal management."
910,image: locus_10746.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Isolated structure(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows undulating terrain indicative of sloping fields. There are subtle indications of possible residential structures dispersed across the area. Erosion patterns can be seen along the slopes, possibly indicating older terracing systems not easily identifiable. The distribution of features suggests some form of domestic presence, though no distinct large ceremonial areas are visible. This implies a mix of agricultural and residential use."
911,image: locus_7436.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of segmented terraces that appear to have been constructed for agricultural purposes. The terracing is well-defined and suggests a historical effort to manage and cultivate the hillside. There are some small structures visible that could relate to domestic activities, although their function is less clear without more contextual information."
912,image: locus_13411.tif,locus_type_name: Residential structure;locus_type_name: Unfortified settlement,locus_subtype_name: Estancia,feature_type_name: NA,feature_subtype_name: NA,"notes: The image shows a distinct circular enclosure, likely used as a corral. The surrounding landscape is relatively featureless, suggesting it is a central structure in an open area potentially used for grazing. The clarity and shape of the structure indicate it is well-defined, typical of a corral complex used for livestock management."
913,image: locus_12236.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image appears to show gentle slopes with some evidence of terracing or field divisions. There is a pattern suggesting agricultural activity, possibly involving domestic structures, although they are not clearly defined."
914,image: locus_25144.tif,locus_type_name: Residential structure;locus_type_name: Agropastoral Infrastructure(2 - Low Confidence),locus_subtype_name: Unfaced earthen contour terracing(2 - Low Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure;locus_type_name: Agropastoral Infrastructure,"notes: The image reveals a distinct rectangular structure which appears to be isolated from other features. The structure's straight boundaries suggest a form of domestic architecture, possibly a remnant of an ancient habitation or isolated dwelling."
915,image: locus_15213.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a circular formation resembling a corral structure. There are visible outlines that could indicate walls or barriers typical of a corral, possibly used for livestock containment. The terrain suggests an area consistent with grazing or farming activities."
916,image: locus_25595.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Segmented terracing(3 - Medium Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a pattern of parallel lines indicative of furrowed agricultural fields. There are also some faint outlines that could represent basic enclosures, possibly corrals, suggesting some form of livestock management. The geometric division could imply a structured farming practice. More clarity in the image data would help in higher confidence classification."
